form	POS	lemma	POSUD	ud-feats
esparna	VERcjg	espargnier	VERB	VerbForm=Fin
de	PRE	de	ADP	_
justice	NOMcom	justice	NOUN	_
ne	CONcoo	ne2	CCONJ	_
bas	ADJqua	bas	ADJ	_
homme	NOMcom	ome	NOUN	_
ne	CONcoo	ne2	CCONJ	_
haut	ADJqua	haut	ADJ	_
,	PONfbl	,	PUNCT	_
por	PRE	por2	ADP	_
amistié	NOMcom	amistié	NOUN	_
de	PRE	de	ADP	_
dames	NOMcom	dame	NOUN	_
out	VERcjg	avoir	VERB	VerbForm=Fin
maint	DETind	maint	DET	PronType=Ind
froit	NOMcom	froit1	NOUN	_
et	CONcoo	et	CCONJ	_
maint	DETind	maint	DET	PronType=Ind
chaut	NOMcom	chaut	NOUN	_
,	PONfbl	,	PUNCT	_
maint	DETind	maint	DET	PronType=Ind
bon	ADJqua	bon	ADJ	_
chastel	NOMcom	chastel	NOUN	_
ferma	VERcjg	fermer	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
prist	VERcjg	prendre	VERB	VerbForm=Fin
maint	PROind	maint	PRON	PronType=Ind
par	PRE	par	ADP	_
assaut	NOMcom	assaut	NOUN	_
.	PONfrt	.	PUNCT	_
Fist	VERcjg	faire	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
Radvignes	NOMpro	§Radvignes	PROPN	_
une	DETndf	un	DET	PronType=Art|Definite=Ind
qui	PROrel	qui	PRON	PronType=Rel
bien	ADVgen	bien1	ADV	_
vaut	VERcjg	valoir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Grant	ADJqua	grant	ADJ	_
deul	NOMcom	duel	NOUN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
de	PRE	de	ADP	_
sa	DETpos	son4	DET	Poss=Yes
mort	NOMcom	mort	NOUN	_
,	PONfbl	,	PUNCT	_
mez	CONcoo	mais1	CCONJ	_
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
felons	NOMcom	felon	NOUN	_
n	CONcoo	ne2	CCONJ	_
’	PONfbl	’	PUNCT	_
en	PROadv	en2	ADV	_
chaut	VERcjg	chaloir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Quer	CONcoo	car	CCONJ	_
à	PRE	a3	ADP	_
euls	PROper	il	PRON	PronType=Prs
nen	ADVneg	ne1	ADV	PronType=Neg
est	VERcjg	estre1	VERB	VerbForm=Fin
gaires	ADVgen	gaire	ADV	_
qui	PROrel	qui	PRON	PronType=Rel
vieigne	VERcjg	venir	VERB	VerbForm=Fin
ne	CONcoo	ne2	CCONJ	_
qui	PROrel	qui	PRON	PronType=Rel
aut	VERcjg	aler	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Trente	DETcar	trente	DET	NumType=Card
sept	DETcar	set	DET	NumType=Card
anz	NOMcom	an	NOUN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
roiz	NOMcom	roi2	NOUN	_
,	PONfbl	,	PUNCT	_
preuf	ADVgen	pruef	ADV	_
de	PRE	de	ADP	_
demi	ADJqua	demi2	ADJ	_
en	PROadv	en2	ADV	_
faut	VERcjg	falir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Henri	NOMpro	Henri	PROPN	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
fiz	NOMcom	fil2	NOUN	_
Guillaume	NOMpro	Guillaume	PROPN	_
qui	PROrel	cui	PRON	PronType=Rel
plusour	PROind	plusor	PRON	PronType=Ind
ont	VERcjg	avoir	VERB	VerbForm=Fin
oï	VERppe	öir	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
Sainte	ADJqua	saint	ADJ	_
Eglise	NOMcom	eglise	NOUN	_
ama	VERcjg	amer1	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
mout	ADVgen	mout	ADV	_
i	PROadv	i2	ADV	_
entendi	VERcjg	entendre	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
chevalier	NOMcom	chevalier	NOUN	_
out	VERcjg	avoir	VERB	VerbForm=Fin
en	PRE	en1	ADP	_
lui	PROper	il	PRON	PronType=Prs
coragouz	ADJqua	corajos	ADJ	_
et	CONcoo	et	CCONJ	_
hardi	ADJqua	hardi	ADJ	_
,	PONfbl	,	PUNCT	_
mez	CONcoo	mais1	CCONJ	_
quant	CONsub	cant1	SCONJ	_
primes	ADVgen	prim	ADV	_
tint	VERcjg	tenir1	VERB	VerbForm=Fin
tere	NOMcom	terre	NOUN	_
diz	DETcar	dis1	DET	NumType=Card
anz	NOMcom	an	NOUN	_
ou	CONcoo	o3	CCONJ	_
plus	ADVgen	plus	ADV	_
,	PONfbl	,	PUNCT	_
.	PONfrt	.	PUNCT	_
à	PRE	a3	ADP	_
lui	PROper	il	PRON	PronType=Prs
est	VERcjg	estre1	VERB	VerbForm=Fin
l	DETdef	le	DET	PronType=Art|Definite=Def
’	PONfbl	’	PUNCT	_
onur	NOMcom	onor	NOUN	_
repeiré	VERppe	repairier	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
les	DETdef	le	DET	PronType=Art|Definite=Def
chevalers	NOMcom	chevalier	NOUN	_
e	CONcoo	et	CCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
meisnee	NOMcom	maisniee	NOUN	_
.	PONfrt	.	PUNCT	_
Gires	NOMpro	Gilles	PROPN	_
reçut	VERcjg	recevoir	VERB	VerbForm=Fin
sun	DETpos	son4	DET	Poss=Yes
heritage	NOMcom	iretage	NOUN	_
,	PONfbl	,	PUNCT	_
meis	CONcoo	mais1	CCONJ	_
Deus	NOMpro	Dieu	PROPN	_
set	VERcjg	savoir	VERB	VerbForm=Fin
assez	ADVgen	assez	ADV	_
sun	DETpos	son4	DET	Poss=Yes
curage	NOMcom	corage	NOUN	_
.	PONfrt	.	PUNCT	_
Poi	ADVgen	poi	ADV	_
preise	VERcjg	prisier	VERB	VerbForm=Fin
terre	NOMcom	terre	NOUN	_
ne	CONcoo	ne2	CCONJ	_
honur	NOMcom	onor	NOUN	_
,	PONfbl	,	PUNCT	_
vers	PRE	vers2	ADP	_
Deu	NOMpro	Dieu	PROPN	_
turna	VERcjg	torner	VERB	VerbForm=Fin
tute	DETind	tot	DET	PronType=Ind
s	DETpos	son4	DET	Poss=Yes
’	PONfbl	’	PUNCT	_
onur	NOMcom	onor	NOUN	_
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
cum	CONsub	come1	SCONJ	_
jo	PROper	je	PRON	PronType=Prs
qui	VERcjg	cuidier1	VERB	VerbForm=Fin
e	CONcoo	et	CCONJ	_
jo	PROper	je	PRON	PronType=Prs
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
espeir	VERcjg	esperer	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
de	PRE	de	ADP	_
lui	PROper	il	PRON	PronType=Prs
vodrat	VERcjg	voloir	VERB	VerbForm=Fin
feire	VERinf	faire	VERB	VerbForm=Inf
sun	DETpos	son4	DET	Poss=Yes
here	NOMcom	oir	NOUN	_
.	PONfrt	.	PUNCT	_
Mult	ADVgen	mout	ADV	_
lui	PROper	il	PRON	PronType=Prs
remeint	VERcjg	remanoir	VERB	VerbForm=Fin
grant	ADJqua	grant	ADJ	_
heritez	NOMcom	ireté	NOUN	_
:	PONfbl	:	PUNCT	_
chastels	NOMcom	chastel	NOUN	_
e	CONcoo	et	CCONJ	_
burs	NOMcom	borc	NOUN	_
,	PONfbl	,	PUNCT	_
vinnes	NOMcom	vigne1	NOUN	_
e	CONcoo	et	CCONJ	_
prez	NOMcom	pré	NOUN	_
.	PONfrt	.	PUNCT	_
Or	NOMcom	or1	NOUN	_
e	CONcoo	et	CCONJ	_
argent	NOMcom	argent	NOUN	_
,	PONfbl	,	PUNCT	_
pailles	NOMcom	paile	NOUN	_
,	PONfbl	,	PUNCT	_
cendals	NOMcom	cendal	NOUN	_
,	PONfbl	,	PUNCT	_
palefreiz	NOMcom	palefroi	NOUN	_
,	PONfbl	,	PUNCT	_
mulz	NOMcom	mul3	NOUN	_
e	CONcoo	et	CCONJ	_
bels	ADJqua	bel1	ADJ	_
chevals	NOMcom	cheval	NOUN	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
veissele	NOMcom	vaissele	NOUN	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
or	NOMcom	or1	NOUN	_
e	CONcoo	et	CCONJ	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
argent	NOMcom	argent	NOUN	_
.	PONfrt	.	PUNCT	_
Meis	CONcoo	mais1	CCONJ	_
il	PROper	il	PRON	PronType=Prs
le	PROper	il	PRON	PronType=Prs
depart	VERcjg	departir	VERB	VerbForm=Fin
largement	ADVgen	largement	ADV	_
,	PONfbl	,	PUNCT	_
nel	ADVneg.PROper	ne1+il	ADV.PRON	PronType=Neg.PronType=Prs
donout	VERcjg	doner	VERB	VerbForm=Fin
mie	ADVneg	mie	ADV	PronType=Neg
as	PRE.DETdef	a3+le	ADP.DET	_.PronType=Art|Definite=Yes
lecheurs	NOMcom	lechëor	NOUN	_
.	PONfrt	.	PUNCT	_
Dolenz	ADJqua	dolent	ADJ	_
en	PROadv	en2	ADV	_
fu	VERcjg	estre1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
plure	VERcjg	plorer	VERB	VerbForm=Fin
e	CONcoo	et	CCONJ	_
gaimente	VERcjg	gaimenter	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
à	PRE	a3	ADP	_
sai	PROper	soi1	PRON	PronType=Prs
meimes	ADJind	mëisme	ADJ	PronType=Ind
se	PROper	soi1	PRON	PronType=Prs
demente	VERcjg	dementer	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
A	INJ	a2	INTJ	_
!	PONfrt	!	PUNCT	_
Deus	NOMpro	Dieu	PROPN	_
,	PONfbl	,	PUNCT	_
»	PONfbl	»	PUNCT	_
feit	VERcjg	faire	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
«	PONfbl	«	PUNCT	_
bons	ADJqua	bon	ADJ	_
rei	NOMcom	roi2	NOUN	_
verrai	ADJqua	verai	ADJ	_
,	PONfbl	,	PUNCT	_
glorius	ADJqua	glorïos	ADJ	_
pere	NOMcom	pere	NOUN	_
,	PONfbl	,	PUNCT	_
ke	PROint	que3	PRON	PronType=Int
ferai	VERcjg	faire	VERB	VerbForm=Fin
?	PONfrt	?	PUNCT	_
Or	ADVgen	or4	ADV	_
quid	VERcjg	cuidier1	VERB	VerbForm=Fin
jo	PROper	je	PRON	PronType=Prs
ben	ADVgen	bien1	ADV	_
e	CONcoo	et	CCONJ	_
sei	VERcjg	savoir	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
vai	VERcjg	vëoir	VERB	VerbForm=Fin
ke	CONsub	que4	SCONJ	_
nen	ADVneg	ne1	ADV	PronType=Neg
as	VERcjg	avoir	VERB	VerbForm=Fin
meis	ADVgen	mais1	ADV	_
cure	NOMcom	cure	NOUN	_
de	PRE	de	ADP	_
mei	PROper	je	PRON	PronType=Prs
.	PONfrt	.	PUNCT	_
Quant	CONsub	cant1	SCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
gent	NOMcom	gent1	NOUN	_
de	PRE	de	ADP	_
luintaine	ADJqua	lointain	ADJ	_
terre	NOMcom	terre	NOUN	_
venent	VERcjg	venir	VERB	VerbForm=Fin
ici	ADVgen	ici	ADV	_
pur	PRE	por2	ADP	_
mei	PROper	je	PRON	PronType=Prs
requere	VERinf	requerre	VERB	VerbForm=Inf
!	PONfrt	!	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
pire	ADJqua	pejor	ADJ	_
d	PRE	de	ADP	_
’	PONfbl	’	PUNCT	_
els	PROper	il	PRON	PronType=Prs
e	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
plus	ADVgen	plus	ADV	_
maz	ADJqua	mat	ADJ	_
valt	VERcjg	valoir	VERB	VerbForm=Fin
assez	ADVgen	assez	ADV	_
plus	ADVgen	plus	ADV	_
ke	CONsub	que4	SCONJ	_
jo	PROper	je	PRON	PronType=Prs
ne	ADVneg	ne1	ADV	PronType=Neg
face	VERcjg	faire	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Meis	CONcoo	mais1	CCONJ	_
tu	PROper	tu	PRON	PronType=Prs
poz	VERcjg	pöoir	VERB	VerbForm=Fin
mustrer	VERinf	mostrer	VERB	VerbForm=Inf
ta	DETpos	ton4	DET	Poss=Yes
bunté	NOMcom	bonté	NOUN	_
:	PONfbl	:	PUNCT	_
à	PRE	a3	ADP	_
ki	PROrel	qui	PRON	PronType=Rel
te	PROper	tu	PRON	PronType=Prs
pleist	VERcjg	plaire	VERB	VerbForm=Fin
dunes	VERcjg	doner	VERB	VerbForm=Fin
santé	NOMcom	santé	NOUN	_
.	PONfrt	.	PUNCT	_
Iço	PROdem	ice1	PRON	PronType=Dem
ne	ADVneg	ne1	ADV	PronType=Neg
afert	VERcjg	aferir	VERB	VerbForm=Fin
à	PRE	a3	ADP	_
mei	PROper	je	PRON	PronType=Prs
neent	PROind	nïent	PRON	PronType=Ind
.	PONfrt	.	PUNCT	_
Jo	PROper	je	PRON	PronType=Prs
sui	VERcjg	estre1	VERB	VerbForm=Fin
un	DETndf	un	DET	PronType=Art|Definite=Ind
peccheur	NOMcom	pechëor	NOUN	_
dolent	ADJqua	dolent	ADJ	_
,	PONfbl	,	PUNCT	_
e	CONcoo	et	CCONJ	_
si	CONsub	se	SCONJ	_
jo	PROper	je	PRON	PronType=Prs
aveie	VERcjg	avoir	VERB	VerbForm=Fin
feit	VERppe	faire	VERB	VerbForm=Part|Tense=Past
ren	PROind	rien	PRON	PronType=Ind
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
porter	VERinf	porter	VERB	VerbForm=Inf
en	PRE	en1	ADP	_
son	DETpos	son4	DET	Poss=Yes
lit	NOMcom	lit1	NOUN	_
et	CONcoo	et	CCONJ	_
robe	NOMcom	robe	NOUN	_
de	PRE	de	ADP	_
drap	NOMcom	drap	NOUN	_
de	PRE	de	ADP	_
soie	NOMcom	soie3	NOUN	_
ynde	ADJqua	inde	ADJ	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
fu	VERcjg	estre1	VERB	VerbForm=Fin
fez	VERppe	faire	VERB	VerbForm=Part|Tense=Past
et	CONcoo	et	CCONJ	_
tissuz	VERppe	tistre	VERB	VerbForm=Part|Tense=Past
en	PRE	en1	ADP	_
Ynde	NOMpro	Inde	PROPN	_
.	PONfrt	.	PUNCT	_
Pour	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
que	CONsub	que4	SCONJ	_
vestir	VERinf	vestir	VERB	VerbForm=Inf
li	PROper	il	PRON	PronType=Prs
feïst	VERcjg	faire	VERB	VerbForm=Fin
li	PROper	il	PRON	PronType=Prs
envoia	VERcjg	envoiier	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
si	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
dist	VERcjg	dire	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Amis	NOMcom	ami	NOUN	_
,	PONfbl	,	PUNCT	_
ces	DETdem	cest	DET	PronType=Dem
dras	NOMcom	drap	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
vous	PROper	vos	PRON	PronType=Prs
veez	VERcjg	vëoir	VERB	VerbForm=Fin
vestirez	VERcjg	vestir	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
se	CONsub	se	SCONJ	_
vous	PROper	vos	PRON	PronType=Prs
me	PROper	je	PRON	PronType=Prs
creez	VERcjg	croire	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
»	PONfbl	»	PUNCT	_
Et	CONcoo	et	CCONJ	_
li	DETdef	le	DET	PronType=Art|Definite=Def
vallez	NOMcom	vaslet	NOUN	_
li	PROper	il	PRON	PronType=Prs
dist	VERcjg	dire	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Biau	ADJqua	bel1	ADJ	_
sire	NOMcom	seignor	NOUN	_
,	PONfbl	,	PUNCT	_
vous	PROper	vos	PRON	PronType=Prs
porriez	VERcjg	pöoir	VERB	VerbForm=Fin
assez	ADVgen	assez	ADV	_
miex	ADVgen	mieus	ADV	_
dire	VERinf	dire	VERB	VerbForm=Inf
.	PONfrt	.	PUNCT	_
Li	DETdef	le	DET	PronType=Art|Definite=Def
drap	NOMcom	drap	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
ma	DETpos	mon1	DET	Poss=Yes
mere	NOMcom	mere	NOUN	_
me	PROper	je	PRON	PronType=Prs
fist	VERcjg	faire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
dont	ADVgen	donc	ADV	_
ne	ADVneg	ne1	ADV	PronType=Neg
valent	VERcjg	valoir	VERB	VerbForm=Fin
il	PROper	il	PRON	PronType=Prs
mielz	ADVgen	mieus	ADV	_
que	CONsub	que1	SCONJ	_
cist	PROdem	cest	PRON	PronType=Dem
?	PONfrt	?	PUNCT	_
Que	PROint	que3	PRON	PronType=Int
voulez	VERcjg	voloir	VERB	VerbForm=Fin
ore	ADVgen	or4	ADV	_
que	CONsub	que4	SCONJ	_
ge	PROper	je	PRON	PronType=Prs
veste	VERcjg	vestir	VERB	VerbForm=Fin
?	PONfrt	?	PUNCT	_
-	PONfbl	-	PUNCT	_
Vallet	NOMcom	vaslet	NOUN	_
,	PONfbl	,	PUNCT	_
foy	NOMcom	foi	NOUN	_
que	PROrel	que2	PRON	PronType=Rel
je	PROper	je	PRON	PronType=Prs
doi	VERcjg	devoir	VERB	VerbForm=Fin
ma	DETpos	mon1	DET	Poss=Yes
teste	NOMcom	teste	NOUN	_
,	PONfbl	,	PUNCT	_
fet	VERcjg	faire	VERB	VerbForm=Fin
li	DETdef	le	DET	PronType=Art|Definite=Def
preudom	NOMcom	prodome	NOUN	_
,	PONfbl	,	PUNCT	_
ainz	ADVgen	ainz	ADV	_
valent	VERcjg	valoir	VERB	VerbForm=Fin
pis	ADVgen	pis1	ADV	_
.	PONfrt	.	PUNCT	_
Vos	PROper	vos	PRON	PronType=Prs
me	PROper	je	PRON	PronType=Prs
deïstes	VERcjg	dire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
biaus	ADJqua	bel1	ADJ	_
amis	NOMcom	ami	NOUN	_
,	PONfbl	,	PUNCT	_
Onques	ADVgen	onque	ADV	_
mes	ADVgen	mais1	ADV	_
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
ot	VERcjg	avoir	VERB	VerbForm=Fin
fet	VERppe	faire	VERB	VerbForm=Part|Tense=Past
sa	DETpos	son4	DET	Poss=Yes
pareille	ADJqua	pareil	ADJ	_
ne	CONcoo	ne2	CCONJ	_
plus	ADVgen	plus	ADV	_
bele	ADJqua	bel1	ADJ	_
fete	VERppe	faire	VERB	VerbForm=Part|Tense=Past
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Si	ADVgen	si	ADV	_
tost	ADVgen	tost1	ADV	_
com	CONsub	come1	SCONJ	_
le	DETdef	le	DET	PronType=Art|Definite=Def
Galois	NOMpro	galois	PROPN	_
la	PROper	il	PRON	PronType=Prs
voit	VERcjg	vëoir	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
sot	VERcjg	savoir	VERB	VerbForm=Fin
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
ele	PROper	il	PRON	PronType=Prs
vint	VERcjg	venir	VERB	VerbForm=Fin
contre	PRE	contre	ADP	_
lui	PROper	il	PRON	PronType=Prs
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
la	PROper	il	PRON	PronType=Prs
salue	VERcjg	salüer	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
ele	PROper	il	PRON	PronType=Prs
lui	PROper	il	PRON	PronType=Prs
.	PONfrt	.	PUNCT	_
Lors	ADVgen	lors	ADV	_
la	DETdef	le	DET	PronType=Art|Definite=Def
damoisele	NOMcom	damoisele	NOUN	_
le	PROper	il	PRON	PronType=Prs
prent	VERcjg	prendre	VERB	VerbForm=Fin
par	PRE	par	ADP	_
la	DETdef	le	DET	PronType=Art|Definite=Def
main	NOMcom	main2	NOUN	_
debonerement	ADVgen	debonairement	ADV	_
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
dist	VERcjg	dire	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Biau	ADJqua	bel1	ADJ	_
sire	NOMcom	seignor	NOUN	_
,	PONfbl	,	PUNCT	_
nostre	DETpos	nostre	DET	Poss=Yes
ostiex	NOMcom	ostel	NOUN	_
n	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
iert	VERcjg	estre1	VERB	VerbForm=Fin
mie	ADVneg	mie	ADV	PronType=Neg
ennuit	ADVgen	anuit	ADV	_
espoir	ADVgen	espoir2	ADV	_
itiex	ADJind	itel	ADJ	PronType=Ind
com	CONsub	come1	SCONJ	_
à	PRE	a3	ADP	_
preudome	NOMcom	prodome	NOUN	_
covendroit	VERcjg	covenir	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
se	CONsub	se	SCONJ	_
ge	PROper	je	PRON	PronType=Prs
vous	PROper	vos	PRON	PronType=Prs
disoie	VERcjg	dire	VERB	VerbForm=Fin
orendroit	ADVgen	orendroit	ADV	_
tout	DETind	tot	DET	PronType=Ind
nostre	DETpos	nostre	DET	Poss=Yes
couvine	NOMcom	covine	NOUN	_
et	CONcoo	et	CCONJ	_
nostre	DETpos	nostre	DET	Poss=Yes
estre	NOMcom	estre2	NOUN	_
,	PONfbl	,	PUNCT	_
vos	PROper	vos	PRON	PronType=Prs
cuideriez	VERcjg	cuidier1	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
bien	ADVgen	bien1	ADV	_
puet	VERcjg	pöoir	VERB	VerbForm=Fin
estre	VERinf	estre1	VERB	VerbForm=Inf
,	PONfbl	,	PUNCT	_
que	CONsub	que4	SCONJ	_
par	PRE	par	ADP	_
mauvestié	NOMcom	mauvaistié	NOUN	_
le	PROper	il	PRON	PronType=Prs
deïsse	VERcjg	dire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
pour	PRE	por2	ADP	_
ce	PROdem	ce1	PRON	PronType=Dem
qu	CONsub	que4	SCONJ	_
’	PONfbl	’	PUNCT	_
aler	VERinf	aler	VERB	VerbForm=Inf
vous	PROper	vos	PRON	PronType=Prs
en	PROadv	en2	ADV	_
feïsse	VERcjg	faire	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
desus	PRE	desus	ADP	_
son	DETpos	son4	DET	Poss=Yes
vis	NOMcom	vis1	NOUN	_
et	CONcoo	et	CCONJ	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
agenoulle	VERcjg	agenoillier	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
de	PRE	de	ADP	_
lermes	NOMcom	larme	NOUN	_
et	CONcoo	et	CCONJ	_
toute	DETind	tot	DET	PronType=Ind
la	DETdef	le	DET	PronType=Art|Definite=Def
face	NOMcom	face	NOUN	_
.	PONfrt	.	PUNCT	_
N	ADVneg	ne1	ADV	PronType=Neg
’	PONfbl	’	PUNCT	_
a	VERcjg	avoir	VERB	VerbForm=Fin
hardement	NOMcom	hardement	NOUN	_
que	CONsub	que4	SCONJ	_
plus	ADVgen	plus	ADV	_
li	PROper	il	PRON	PronType=Prs
face	VERcjg	faire	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Tant	ADVgen	tant	ADV	_
a	VERcjg	avoir	VERB	VerbForm=Fin
ploré	VERppe	plorer	VERB	VerbForm=Part|Tense=Past
que	CONsub	que4	SCONJ	_
cil	PROdem	cel	PRON	PronType=Dem
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
esveille	VERcjg	esveillier	VERB	VerbForm=Fin
;	PONfbl	;	PUNCT	_
si	ADVgen	si	ADV	_
s	PROper	soi1	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
esbahïst	VERcjg	esbäir	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
se	PROper	soi1	PRON	PronType=Prs
merveille	VERcjg	merveillier	VERB	VerbForm=Fin
de	PRE	de	ADP	_
sa	DETpos	son4	DET	Poss=Yes
face	NOMcom	face	NOUN	_
qu	PROrel	que2	PRON	PronType=Rel
’	PONfbl	’	PUNCT	_
il	PROper	il	PRON	PronType=Prs
sent	VERcjg	sentir	VERB	VerbForm=Fin
moulliee	VERppe	moillier2	VERB	VerbForm=Part|Tense=Past
,	PONfbl	,	PUNCT	_
et	CONcoo	et	CCONJ	_
voit	VERcjg	vëoir	VERB	VerbForm=Fin
la	DETdef	le	DET	PronType=Art|Definite=Def
bele	ADJqua	bel1	ADJ	_
agenoulliee	VERppe	agenoillier	VERB	VerbForm=Part|Tense=Past
devant	PRE	devant	ADP	_
son	DETpos	son4	DET	Poss=Yes
lit	NOMcom	lit1	NOUN	_
,	PONfbl	,	PUNCT	_
qui	PROrel	qui	PRON	PronType=Rel
le	PROper	il	PRON	PronType=Prs
tenoit	VERcjg	tenir1	VERB	VerbForm=Fin
par	PRE	par	ADP	_
le	DETdef	le	DET	PronType=Art|Definite=Def
col	NOMcom	col	NOUN	_
,	PONfbl	,	PUNCT	_
embracié	VERppe	embracier	VERB	VerbForm=Part|Tense=Past
l	PROper	il	PRON	PronType=Prs
’	PONfbl	’	PUNCT	_
avoit	VERcjg	avoir	VERB	VerbForm=Fin
.	PONfrt	.	PUNCT	_
Et	CONcoo	et	CCONJ	_
tant	ADVgen	tant	ADV	_
de	PRE	de	ADP	_
courtoisie	NOMcom	cortoisie	NOUN	_
fist	VERcjg	faire	VERB	VerbForm=Fin
que	CONsub	que4	SCONJ	_
la	DETdef	le	DET	PronType=Art|Definite=Def
bele	ADJqua	bel1	ADJ	_
entre	PRE	entre2	ADP	_
ses	DETpos	son4	DET	Poss=Yes
bras	NOMcom	braz	NOUN	_
prist	VERcjg	prendre	VERB	VerbForm=Fin
et	CONcoo	et	CCONJ	_
maintenant	ADVgen	maintenant	ADV	_
vers	PRE	vers2	ADP	_
li	PROper	il	PRON	PronType=Prs
se	PROper	soi1	PRON	PronType=Prs
trest	VERcjg	traire	VERB	VerbForm=Fin
,	PONfbl	,	PUNCT	_
si	ADVgen	si	ADV	_
li	PROper	il	PRON	PronType=Prs
dist	VERcjg	dire	VERB	VerbForm=Fin
:	PONfbl	:	PUNCT	_
«	PONfbl	«	PUNCT	_
Bele	ADJqua	bel1	ADJ	_
,	PONfbl	,	PUNCT	_
que	PROrel	que2	PRON	PronType=Rel
vous	PROper	vos	PRON	PronType=Prs
plest	VERcjg	plaire	VERB	VerbForm=Fin
?	PONfrt	?	PUNCT	_
Pour	PRE	por2	ADP	_
quoi	PROint	coi2	PRON	PronType=Int
estes	VERcjg	estre1	VERB	VerbForm=Fin
